NPSN,Nama_sekolah,Jenjang,Akreditasi,Peserta Didik,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,SPP,Kurikulum,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Tanggal SK Pendirian,Umur,meter listrik,harga_listrik_per_bulan,luas tanah,Harga Tanah Pasaran per kecamatan,estimasi harga tanah sekolah,Website,is_surabaya,is_website,is_agama
69849923,SMA SURABAYA INTERCULTURAL SCHOOL,SPK SMA,B,40,3,7,1,9,1,1,26079167,Kurikulum Internasional,Surabaya International School,5,5,1977,48,86000,350880000000,5250,12670000,66517500000,http://sis.sch.id,1,1,0
69849918,SMP SURABAYA INTERCULTURAL SCHOOL,SPK SMP,B,31,3,6,1,5,0,1,25208333,Kurikulum Internasional,Surabaya International School,5,5,1977,48,86000,35088000000,5250,12670000,66517500000,http://www.sis.sch.id,1,1,0
69849910,SD SURABAYA INTERCULTURAL SCHOOL,SPK SD,B,33,6,8,1,7,0,1,22916667,Kurikulum Internasional,Surabaya International School,5,5,1977,48,860000,350880000000,5250,12670000,66517500000,http://www.sis.sch.id,1,1,0
90101119,SURABAYA INTERCULTURAL SCHOOL,SPK TK,A,18,2,1,1,3,0,1,20625000,Kurikulum Internasional,Surabaya International School,5,5,1977,48,50000,20400000000,5250,12670000,66517500000,http://sis.sch.id,1,1,0
69873972,SMA SURABAYA EUROPEAN SCHOOL,SPK SMA,A,392,12,3,3,12,5,1,20000000,Kurikulum Internasional,Surabaya European School,5,5,2001,24,160000,0,1557,12350000,19228950000,http://www.surabayaeuropeanschool.com,1,1,0
69876165,SMP SURABAYA EUROPEAN SCHOOL,SPK SMP,A,30,3,5,5,7,1,1,20000000,Kurikulum Internasional,Surabaya European School,5,5,2001,24,16000,6528000000,1557,12350000,19228950000,http://www.surabayaeuropeanschool.com,1,1,0
20531934,SD AL MUFIDAH,SD,B,107,6,7,1,9,3,1,470000,Kurikulum Merdeka,YPI AL MUFIDAH,1,1,2000,25,2300,938400000,1200,10000000,12000000000,http://www.almufidahkeren.blogspot.com,1,0,1
20549499,SMAS CIPUTRA,SPK SMA,A,362,16,19,5,38,6,1,9426000,Kurikulum Internasional,Yayasan  Ciputra Pendidikan,5,5,1998,27,74998,30599184000,5000,12670000,63350000000,http://sekolahciputra.sch.id,1,1,0
69756322,SMAS ALAM INSAN MULIA,SMA,A,120,5,12,3,6,7,1,1765000,Kurikulum Merdeka,YAYASAN INSAN MULIA,5,5,2012,13,126000,51408000000,5295,12000000,63540000000,http://www.saim.sch.id,1,1,1
20532797,SMP ISLAM AL AZHAR KELAPA GADING SURABAYA,SMP,A,120,6,11,4,6,4,1,1700000,Kurikulum Internasional,YAYASAN AL AZHAR KELAPA GADING,4,4,2002,23,63000,1632000,5285,15750000,83238750000,http://www.sby.alazka.sch.id,1,1,1
20541308,SMP CIPUTRA,SPK SMP,A,326,15,25,1,17,2,1,8000000,Kurikulum Internasional,Yayasan  Ciputra Pendidikan,5,5,1987,38,75000,30600000000,5000,12670000,63350000000,http://www.sekolahciputra.sch.id,1,1,0
20554619,SD MERLION SCHOOL,SPK SD,A,143,9,15,2,11,2,1,6600000,Kurikulum Internasional,Yayasan Pendidikan Satya Vidya Indonesia,5,5,2014,11,33000,13464000000,2500,13750000,34375000000,http://www.merlionis.sch.id,1,1,0
69878673,SMP IVY SCHOOL,SMP,B,50,3,6,3,3,2,1,6000000,Kurikulum Internasional,IVY BHAKTI PERTIWI,4,4,2014,11,13000,5304000000,2296,13300000,30536800000,http://www.ivyschool.sch.id,1,1,0
20531900,SDS CIPUTRA,SPK SD,A,416,20,30,1,23,0,1,6000000,Kurikulum Internasional,Yayasan  Ciputra Pendidikan,5,5,1996,29,75000,408000000,8800,12670000,111496000000,http://www.sekolahciputra.sch.id,1,1,0
70000866,SD SAMPOERNA ACADEMY,SD,A,258,12,15,4,18,2,2,5900000,Kurikulum Internasional,Yayasan Putera Sampoerna,8,5,2019,6,55000,22440000000,5893,13300000,78376900000,http://sampoernaacademy.sch.id,1,1,0
20558917,TK KRISTEN GLORIA 2,TK,A,108,8,11,3,16,0,1,1450000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,1995,30,50000,20400000000,4000,24000000,96000000000,http://www.gloriaschool.org,1,1,1
69763520,KB KRISTEN GLORIA 2,KB,A,72,5,7,1,11,0,1,1400000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,1995,30,50000,20400000000,4000,24000000,96000000000,http://www.gloriaschool.org,1,1,1
20533039,SD GREAT CRYSTAL SCHOOL,SPK SD,A,67,6,5,1,6,3,1,4500000,Kurikulum Internasional,Pendidikan Sumber Daya Sukses Makmur,4,4,2007,18,7000,2856000000,7000,24000000,168000000000,http://www.great.sch.id,1,1,0
69928461,SMP CIKAL,SMP,A,67,3,10,1,3,2,1,4400000,Kurikulum Internasional,YAYASAN CINTA KELUARGA,5,5,2015,10,197000,80376000000,10360,12350000,127946000000,http://www.cikal.co.id,1,1,0
20533070,SD MUHAMMADIYAH 7 SURABAYA,SD,B,123,7,10,2,7,2,1,375000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,2000,25,44000,1795200000,552,16890000,9323280000,http://sekolahinovatifjagir.sch.id,1,1,1
69992750,TK SAMPOERNA (SAMPOERNA ACADEMY),TK,A,80,2,5,0,2,0,0,4160000,Kurikulum Internasional,Yayasan Putera Sampoerna,8,5,2019,6,55000,22440000000,2071,13300000,27544300000,www.sampoernaacademy.sch.id,1,1,0
20561209,TK AL - HIKMAH,TK,A,134,9,21,3,12,0,1,1700000,Kurikulum Merdeka,Yayasan LPI Al Hikmah,1,1,2011,14,36000,1468800000,820,10420000,8544400000,http://www.alhikmahsby.sch.id,1,1,1
20532736,SMP KRISTEN YBPK I SURABAYA,SMP,A,125,6,10,3,6,3,1,650000,Kurikulum Merdeka,YBPK GKJW CABANG SURABAYA,4,4,1953,72,33000,13464000000,750,8570000,6427500000,http://smpkybpk-1.sch.id,1,1,1
20584020,SD IVY SCHOOL,SD,A,123,6,8,1,7,2,1,4000000,Kurikulum Internasional,IVY BHAKTI PERTIWI,4,4,1900,125,13000,5304000000,2296,12670000,29090320000,http://www.ivyschool.sch.id,1,1,0
20584025,SMP ELYON CHRISTIAN SECONDARY SCHOOL,SPK SMP,B,412,18,19,3,18,6,1,3926000,Kurikulum Internasional,Yayasan Pendidikan Kristen Elyon,3,3,2002,23,470000,191760000000,8690,13750000,119487500000,http://www.elyon.sch.id,1,1,0
69873955,SD SINGAPORE NATIONAL ACADEMY,SPK SD,B,154,10,6,3,12,2,1,3830000,Kurikulum Internasional,YAYASAN SINGAPORE PIAGET ACADEMY,8,8,2004,21,146999,0,,7530000,,http://www.v2.sna.sch.id,0,1,0
20532514,SMP MARGIE,SMP,B,23,3,1,1,3,3,1,3000000,Kurikulum Merdeka,YAYASAN MARGIE,5,5,1983,42,115000,46920000000,1999,24000000,47976000000,http://www.margieschool.com,1,1,0
20532886,SD TUNAS BAHARI SURABAYA,SD,B,150,6,6,4,7,1,1,2865000,Kurikulum Internasional,Yayasan Tunas Bahari Morokrembangan,2,2,1980,45,1200,489600000,340,9840000,3345600000,http://www.sdtunasbahari.exp,1,1,0
69763472,KB KRISTEN GLORIA 3,KB,B,52,4,3,1,6,0,1,1500000,Kurikulum Merdeka,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,2010,15,15000,6120000000,5000,15750000,78750000000,-,1,0,1
20533110,SD ELYON CHRISTIAN PRIMARY SCHOOL,SPK SD,B,523,25,35,2,26,3,1,2700000,Kurikulum Internasional,Yayasan Pendidikan Kristen Elyon,3,3,2010,15,470000,0,4864,13750000,66880000000,http://www.elyon.sch.id,1,1,0
69955544,SMA SURABAYA CAMBRIDGE SCHOOL,SMA,A,244,8,4,1,8,6,1,2635000,Kurikulum Internasional,Yayasan Pelita Kasih Sejati,3,3,2016,9,33000,13464000000,2170,12350000,26799500000,http://surabayacambridge.sch.id/,1,1,0
69879190,SMP MAWAR SHARON CHRISTIAN SCHOOL,SPK SMP,A,233,12,24,9,12,2,1,2600000,Kurikulum Internasional,Yayasan Pendidikan Generasi Rajawali,5,5,2014,11,10000,4080000000,2376,32070000,76198320000,http://www.mscs.sch.id,1,1,0
69888642,SMA PROGRESIF BUMI SHALAWAT,SMA,A,1294,37,51,4,46,5,2,2600000,Kurikulum Internasional,BUMI SHALAWAT PROGRESIF,3,2,2014,11,4000,0,11542,4500000,51939000000,http://sekolahprogresif.sch.id,0,1,0
20539220,SMP SANTA KATARINA,SMP,A,151,6,8,6,6,3,1,600000,Kurikulum Merdeka,YOHANNES GABRIEL,38,5,2011,14,33000,13464000000,1092,32070000,35020440000,-,1,0,1
20559090,TK KRISTEN PETRA 1,TK,A,47,2,4,1,3,0,1,1350000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,2009,16,32983,13457064000,1250,32070000,40087500000,http://tk1.pppkpetra.or.id,1,1,1
69992188,SMP AL FALAH SURABAYA,SMP,A,152,6,9,4,8,3,1,1610000,Kurikulum Internasional,Yayasan Masjid Al Falah Surabaya,3,3,2018,7,130000,0,837,16890000,14136930000,-,1,0,1
20558866,TK KRISTEN GLORIA 3,TK,B,92,10,11,2,15,0,1,400000,Kurikulum Merdeka,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,2010,15,15000,6120000000,5000,15750000,78750000000,http://www.gloriaschool.org,1,1,1
60729406,SMP PROGRESIF BUMI SHALAWAT,SMP,A,1238,39,58,3,50,1,1,2600000,Kurikulum Internasional,BUMI SHALAWAT PROGRESIF,3,2,2018,7,19699,0,4888,4500000,21996000000,http://www.sekolahprogresif.sch.id,0,1,0
20549500,SMKS FARMASI SEKESAL SURABAYA,SMK,A,142,5,16,10,10,0,0,2500000,Kurikulum Internasional,HANG TUAH CABANG SURABAYA,25,6,1999,26,60000,24480000,5000,16890000,84450000000,http://sekesalsurabaya.sch.id,1,1,0
69991338,SMP PROGRESSIVE BUMI SHALAWAT,SMP,A,336,10,11,2,11,0,1,2500000,Kurikulum Internasional,BUMI SHALAWAT PROGRESIF,3,2,2019,6,197000,0,8700000,4500000,39150000000000,http://sekolahprogresif.sch.id,0,1,0
20533073,SD MUHAMMADIYAH 2,SD,A,157,7,8,4,7,2,1,400000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1978,47,23000,9384000000,415,27590000,11449850000,http://sdmuhammadiyah2sby.sch.id,1,1,1
20532754,SMP KRISTEN KALAM KUDUS,SMP,B,96,3,10,2,6,5,1,700000,Kurikulum Merdeka,Yayasan Kalam Kudus Indonesia Cab. Surabaya,4,4,1987,38,33000,13464000000,2671,13750000,36726250000,http://kalamkudus.sch.id,1,1,1
20533128,SD KRISTEN GLORIA 1,SD,A,158,8,13,1,12,2,1,2250000,Kurikulum Internasional,YAYASAN PENDIDIKAN KRISTEN GLORIA,14,5,1988,37,157600,64300800000,3500,27590000,96565000000,http://www.gloriaschool.org,1,1,1
20559792,TK ALAM INSAN MULIA,TK,A,132,8,8,2,12,0,1,1290000,Kurikulum Merdeka,YAYASAN INSAN MULIA,5,5,2002,23,33000,1346400000,1089,12000000,13068000000,http://saim.sch.id,1,1,1
20532200,SMKS PARIWISATA SATYA WIDYA,SMK,A,497,18,31,8,26,3,1,2410000,Kurikulum Internasional,SATYA WIDYA,1,1,1990,35,190000,77520000000,5500,15630000,85965000000,http://smkparsatyawidya.sch.id,1,1,0
20558818,TK ISLAM AL-AZHAR KELAPA GADING,TK,A,53,4,6,2,5,1,1,1220000,Kurikulum Merdeka,YAYASAN AL AZHAR KELAPA GADING,4,4,2002,23,60000,2448000000,5000,15750000,78750000000,http://sby.alazka.sch.id,1,1,1
69772565,SMPS KREATIF AN-NUR,SMP,A,162,6,13,5,8,2,1,300000,Kurikulum Merdeka,DWI DARMA,4,4,2013,12,32980,1345584000,1314,12000000,15768000000,http://www.smpkreatifannur.sch.id,1,1,1
20533095,SD NURUL IMAN,SD,A,162,8,13,2,8,1,1,500000,Kurikulum Merdeka,MASJID NURUL IMAN,2,2,2000,25,2200,897600000,470,5090000,2392300000,http://sdsnuruliman.blogspot.com,1,0,1
20554182,SMP SEKOLAH ALAM INSAN MULIA,SMP,A,163,7,16,6,6,2,1,1870000,Kurikulum Internasional,YAYASAN INSAN MULIA,5,5,2008,17,125999,51407592000,5295,12000000,63540000000,http://saim.sch.id,1,1,1
20561504,TK AL HIDAYAH,TK,B,221,7,6,1,8,0,1,250000,Kurikulum Merdeka,,0,0,2010,15,1300,530400000,550,9840000,5412000000,-,1,0,1
69888333,SD KRISTEN ANAK PANAH,SD,B,169,8,13,4,13,3,1,2100000,Kurikulum Merdeka,Yayasan Tunas Bangsa Ceria,4,4,2014,11,200000,8160000,5540,8570000,47477800000,http://www.tunasbangsaceria.sch.id,1,1,1
20532760,SMP GIRI SURYA,SMP,B,59,3,7,3,3,3,1,2200000,Kurikulum Merdeka,YAYASAN PENDIDIKAN PANCA PUTRA,1,1,1989,36,1300,530400000,1582,12350000,19537700000,http://www.smpgirisurya.sch.id/,1,1,0
20559135,TK ANUGERAH PEKERTI,TK,A,20,2,2,1,3,0,1,2100000,Kurikulum Merdeka,Yayasan Perhimpunan Anugerah Pekerti,4,4,2007,18,6600,2692800000,1145,32070000,36720150000,http://www.anugerahpekerti.com,1,1,0
20584015,SMAS UNGGULAN AMANATUL UMMAH,SMA,A,1043,31,37,3,37,8,1,2050000,Kurikulum Merdeka,Yayasan Amanatul Ummah Surabaya,4,4,2010,15,22000,8976000000,1500,8020000,12030000000,http://www.smauau-sby.sch.id,1,1,1
20532531,SMP MUHAMMADIYAH 6 SBY,SMP,A,175,6,15,5,8,2,1,475000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1978,47,66000,26928000000,1762,7000000,12334000000,http://www.smpmusix.sch.id,1,1,1
69971570,SMP KRISTEN ANAK PANAH,SMP,B,68,3,10,2,6,3,1,3250000,Kurikulum Internasional,Yayasan Tunas Bangsa Ceria,4,4,2017,8,320000,1305600000,4950,8570000,42421500000,http://www.tunasbangsaceria.sch.id,1,1,1
20566151,SMP UNGGULAN AMANATUL UMMAH,SMP,A,1169,33,47,3,33,2,1,2050000,Kurikulum Merdeka,Yayasan Amanatul Ummah Surabaya,4,4,2004,21,41500,16932000000,1825,8020000,14636500000,http://smp-au-surabaya.sch.id/,1,1,1
69863307,SMA KRISTEN IPH 2,SPK SMA,A,47,6,9,1,6,4,1,1800000,Kurikulum Internasional,Yayasan Intan Eduka,10,5,2013,12,197000,80376000000,2622,13750000,36052500000,http://www.iphschools.sch.id,1,1,1
70011967,SMP ISLAM TERPADU PERMATA,SMP,A,78,3,4,2,3,2,1,1200000,Kurikulum Merdeka,YAYASAN PENDIDIKAN ISLAM PERMATA SURABAYA,4,4,2021,4,10500,4284000000,4044,5700000,23050800000,http://sitpermatasby.sch.id/,1,1,1
20532978,SD KATOLIK SANTA THERESIA II SURABAYA,SD,A,183,8,11,4,11,3,1,500000,Kurikulum Merdeka,YOHANNES GABRIEL,38,5,2010,15,88000,35904000000,6125,8570000,52491250000,https://sdksantatheresia2.wordpress.com/,1,0,1
69786333,SMA MUHAMMADIYAH 9,SMA,A,97,3,9,3,6,5,1,375000,Kurikulum Merdeka,"Pimpinan Wilayah Muhammadiyah (PWM), Jawa Timur",7,2,2011,14,22999,9383592000,300,13300000,3990000000,http://smam9sby.sch.id,1,1,1
20532405,SMA KRISTEN ANAK PANAH,SMA,B,49,3,5,2,6,5,1,3750000,Kurikulum Internasional,Yayasan Tunas Bangsa Ceria,4,4,1965,60,150000,61200000000,1500,8570000,12855000000,http://tunasbangsaceria.sch.id,1,1,1
20541315,SMAS AL FALAH,SMA,A,192,7,11,12,12,5,1,750000,Kurikulum Merdeka,Yayasan Kepharmasian Surabaya,3,3,2001,24,33000,13464000000,3076,10420000,32051920000,http://www.smaalfalah-ketintang.sch.id,1,1,1
69904222,TK APPLE TREE,TK,B,96,0,7,1,0,0,0,2000000,Kurikulum Internasional,Yayasan Apple Tree Surabaya,1,1,2014,11,20000,0,1400,12670000,17738000000,http://www.appletreeps.com,1,1,0
20561217,TK AL-HIKMAH,TK,A,180,11,15,2,12,0,0,1600000,Kurikulum Merdeka,YAYASAN AL-HIKMAH MOJO SURABAYA,1,1,2013,12,35000,1428000000,150,15630000,2344500000,-,1,0,1
69943157,SMP JALINAN ADISISWA CEMERLANG,SMP,A,174,7,15,11,8,2,1,2000000,Kurikulum Merdeka,YAYASAN PENGEMBANGAN KREATIVITAS,2,2,2015,10,330000,134640000000,2579,12350000,31850650000,http://www.jacschool.com,1,1,0
69903097,KB ALAM INSAN MULIA SURABAYA,KB,A,48,5,5,1,10,0,1,990000,Kurikulum Merdeka,YAYASAN INSAN MULIA,5,5,2010,15,33000,1346400000,1089,12000000,13068000000,http://saim.sch.id,1,1,1
20533004,SD KATOLIK SANTA ANGELA,SD,A,216,9,13,7,12,2,2,1200000,Kurikulum Merdeka,Perkumpulan Dharmaputri,6,5,2008,17,32999,13463592000,6000,9840000,59040000000,http://www.sdksantaangela.sch.id,1,1,1
20532607,SMP NATION STAR ACADEMY,SPK SMP,A,279,12,24,4,12,4,1,2000000,Kurikulum Internasional,YAYASAN PENDIDIKAN DAN PENGAJARAN INDONESIA (YPPI),15,10,1992,33,263000,107304000000,4000,15630000,62520000000,https://nationstaracademy.sch.id/,1,1,0
20531832,SDS ADVENT,SD,B,64,6,6,1,6,2,0,2000000,Kurikulum Internasional,Gereja Masehi Advent Hari Ketujuh,2,2,2009,16,16500,6732000000,1275,27590000,35177250000,http://taas.sch.id/,1,1,0
20532389,SMAS IPIEMS,SMA,A,544,17,29,7,18,5,1,2000000,Kurikulum Merdeka,YAYASAN IPIEMS,3,3,1985,40,18000,7344000000,3740,15750000,58905000000,http://smaipiemssurabaya.sch.id/,1,1,0
20573205,SEKOLAH MENENGAH ATAS INTAN PERMATA HATI KAMPUS TIMUR SURABAYA,SPK SMA,A,101,6,15,0,9,4,1,1800000,Kurikulum Internasional,Yayasan Intan Eduka,10,5,2007,18,32999,13463592000,4000,7760000,31040000000,http://www.iphschools.com,1,1,0
69854880,TK IPH,TK,A,107,6,6,2,6,0,1,1800000,Kurikulum Internasional,Yayasan Intan Eduka,10,5,2012,13,39000,15912000,1047,7760000,8124720000,http://www.iphschools.sch.id,1,1,0
20533129,SD KRISTEN PETRA 1 SURABAYA,SD,A,226,11,17,9,14,2,1,1000000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,2008,17,131000,53448000000,2695,32070000,86428650000,http://www.sd1.pppkpetra.or.id,1,1,1
20532378,SMAS AL AZHAR SURABAYA,SMA,B,227,8,8,1,10,6,2,2750000,Kurikulum Internasional,Pondok Pesantren Darussalam Behji,4,4,1997,28,6600,2692800000,3966,5700000,22606200000,http://sekolahalazharbehji.blogspot.com/,1,0,1
20559043,TK KRISTEN PETRA 10,TK,A,124,6,11,1,6,0,1,900000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,2009,16,105000,42840000000,9000,24000000,216000000000,http://www.tk10.pppkpetra.sch.id,1,1,1
20571625,SEKOLAH MENENGAH PERTAMA INTAN PERMATA HATI KAMPUS TIMUR SURABAYA,SPK SMP,A,129,7,9,0,11,4,1,1800000,Kurikulum Internasional,Yayasan Intan Eduka,10,5,2004,21,33000,13464000000,4000,7760000,31040000000,http://www.iphschools.com,1,1,0
20531936,SD ALKHAIRIYAH II,SD,A,236,9,15,2,15,2,1,600000,Kurikulum Merdeka,Yayasan Alkhairiyah,5,4,1968,57,3300,1346400000,550,6670000,3668500000,http://www.alkhairiyahsby.com,1,1,1
69763538,KB SURABAYA GRAMMAR SCHOOL,KB,A,35,3,4,1,4,0,0,1800000,Kurikulum Internasional,YAYASAN LAI SUHARTONO,10,6,2009,16,10000,4080000000,450,12670000,5701500000,http://www.sgsedu.com,1,1,0
69921262,SMP LITTLE SUN SCHOOL,SMP,A,242,9,21,4,12,5,1,1800000,Kurikulum Internasional,YAYASAN CAHYA HATI IBU,5,5,2015,10,35000,14280000000,2360,12000000,28320000000,http://www.littlesunschool.sch.id,1,1,0
20533053,SEKOLAH DASAR INTAN PERMATA HATI KAMPUS TIMUR SURABAYA,SPK SD,A,253,13,21,1,24,3,1,1800000,Kurikulum Internasional,Yayasan Intan Eduka,10,5,2002,23,39000,158712000,4000,7760000,31040000000,http://www.iphschools.com,1,1,0
69854899,KB KRISTEN IPH,KB,A,68,3,3,1,2,0,1,400000,Kurikulum Merdeka,Yayasan Intan Eduka,10,5,2014,11,39000,15912000,3300,7760000,25608000000,http://www.iphschools.sch.id,1,1,1
69854883,TK SURABAYA MONTESSORI SCHOOL,TK,A,49,2,2,1,3,0,0,1650000,Kurikulum Merdeka,Yayasan Sosial Budi Mulia Abadi,3,3,,,53,21624000,3000,12000000,36000000000,http://www.surabayamontessori.sch.id,1,1,0
20532154,SMAS MUHAMMADIYAH 7,SMA,A,255,8,19,3,12,5,1,450000,Kurikulum Merdeka,Pimpinan Daerah Muhammadiyah (PDM) Kota Surabaya,134,8,1990,35,53000,21624000000,1840,15750000,28980000000,http://www.smamsevensby.com,1,1,1
69763469,KB XIN ZHONG,KB,B,97,7,15,1,18,0,0,1650000,Kurikulum Internasional,Sarana Hubungan Harmonis Sejahtera,8,7,2012,13,5500,2244000000,1278,15750000,20128500000,http://www.xinzhong.sch.id,1,1,0
20559021,TK CINTA KASIH SCHOOL,TK,A,13,2,0,3,2,0,1,1600000,Kurikulum Internasional,YAYASAN CINTA KASIH SURABAYA,2,2,2010,15,1200,489600000,600,12670000,7602000000,http://cintakasih.co.cc,1,1,0
20532763,SMP HANG TUAH 2 SURABAYA,SMP,A,221,8,11,8,8,2,1,1500000,Kurikulum Merdeka,HANG TUAH CABANG SURABAYA,25,6,1988,37,22000,8976000000,4270,7000000,29890000000,http://smphangtuah2.sch.id,1,1,0
20532745,SMP KRISTEN PETRA 2,SMP,A,278,10,18,14,13,5,1,1150000,Kurikulum Merdeka,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,25,6,1961,64,144000,58752000000,3770,27590000,104014300000,http://www.smp2.pppkpetra.sch.id,1,1,1
70031247,SD CHALIDANA ISLAMIC SCHOOL,SD,A,41,5,6,4,5,2,1,1500000,Kurikulum Merdeka,YAYASAN ILYAS SAFIRA,7,3,2022,3,1000,0,10000,3500000,35000000000,http://chalidanaislamicschool.sch.id,0,1,0
20563931,SD ANUGERAH PEKERTI,SD,A,77,6,10,3,6,2,2,1400000,Kurikulum Merdeka,Yayasan Perhimpunan Anugerah Pekerti,4,4,2007,18,22000,8976000000,1145,32070000,36720150000,http://anugerahpekerti.com,1,1,0
20532733,SMP KATOLIK STELLA MARIS,SMP,A,286,11,18,10,19,6,1,2100000,Kurikulum Merdeka,Perkumpulan Dharmaputri,6,5,1990,35,34500,0,3654,21280000,77757120000,-,1,0,1
20532685,SMKS PGRI 13 SURABAYA,SMK,A,775,24,28,2,23,2,1,1400000,Kurikulum Merdeka,Perwakilan YPLP PGRI Kota Surabaya,21,3,1985,40,105000,42840000000,1826,8020000,14644520000,http://smkpgri13surabaya.sch.id,1,1,0
20532144,SMAS KATOLIK SANTO YUSUP,SMA,A,293,9,9,4,9,6,1,550000,Kurikulum Merdeka,YOHANNES GABRIEL,38,5,2014,11,41500,16932000000,3500,7000000,24500000000,http://smakstyusup.sch.id,1,1,1
20541319,SMKS DHARMA BAHARI,SMK,B,2055,57,44,3,27,6,2,1200000,Kurikulum Merdeka,Yayasan Pendidikan Dharma Bahari,1,1,2002,23,82472,33648576000,4324,8890000,38440360000,http://www.smk-dharmabahari.sch.id,1,1,0
20532134,SMAS KRISTEN KALAM KUDUS,SMA,A,92,3,10,5,6,6,1,700000,Kurikulum Merdeka,Yayasan Kalam Kudus Indonesia Cab. Surabaya,4,4,1994,31,33000,0,3900,13750000,53625000000,http://kalamkudussurabaya.sch.id,1,1,1
20532139,SMAS KATOLIK SANTO STANISLAUS,SMA,A,302,9,14,7,10,5,1,350000,Kurikulum Merdeka,YOHANNES GABRIEL,38,5,1990,35,82500,33660000000,3560,8570000,30509200000,http://smakstasby.sch.id,1,1,1
20532088,SMAS KATOLIK ST CAROLUS,SMA,A,303,10,22,6,12,7,1,1000000,Kurikulum Merdeka,Yayasan Tarakanita,9,5,1992,33,82500,33660000000,5220,8020000,41864400000,http://sma-carolus-sby.tarakanita.co.id,1,1,1
20531923,SDI DARUT TAQWA,SD,A,307,14,21,5,17,3,1,950000,Kurikulum Merdeka,LPI Darut Taqwa,3,3,1997,28,66000,26928000000,2275,24000000,54600000000,http://www.daruttaqwa.sch.id,1,1,1
20532493,SMP SANTO CAROLUS,SMP,A,321,10,18,7,13,4,1,900000,Kurikulum Merdeka,Yayasan Tarakanita,9,5,1988,37,90000,0,3750,8020000,30075000000,http://smp-carolus-sby.tarakanita.or.id/,1,1,1
20532989,SD ISLAM RADEN PAKU SURABAYA,SD,A,323,13,16,3,15,1,1,150000,Kurikulum Merdeka,LP. MA'ARIF NU KOTA SURABAYA,31,4,2011,14,6598,2691984000,1850,12000000,22200000000,-,1,0,1
20532146,SMAS KATOLIK STELLA MARIS,SMA,A,324,10,19,6,19,5,2,2050000,Kurikulum Merdeka,Perkumpulan Dharmaputri,6,5,1967,58,36000,14688000000,2640,9840000,25977600000,http://smastellamarissby.sch.id,1,1,1
